"","lat","lng","name","type","elev"
"9066",38.1850319440953,-92.6960197218537,"Eagle's Roost","Heliport",729
"9073",38.8152858331815,-94.5013416665364,"Belton Rgnl Medical Center","Heliport",1070
"9081",38.7981052781072,-90.2362224999233,"First Precinct Police","Heliport",560
"9082",36.4992322223662,-93.4585191664265,"Dogwood Canyon","Heliport",1240
"9083",39.0269508334906,-94.2635586115532,"Blue Springs","Heliport",287
"9089",37.908383333518,-90.5334583331472,"Parkland Health Center","Heliport",850
"9094",36.6339508334327,-93.2179588888941,"Skaggs Community Hospital","Heliport",783
"9095",36.6383952777574,-93.2787936111133,"Table Rock","Heliport",1000
"9097",38.7500511112753,-90.4334508329272,"Depaul Health Center","Heliport",543
"9099",39.7750244441541,-93.0674233332552,"General John J Pershing Memorial Hospital","Heliport",780
"9103",38.2483333331454,-94.3422222223692,"Bates County Hospital","Heliport",820
"9106",39.5003108332845,-92.5162950001772,"Nemo Coal Co","Heliport",820
"9108",38.6272505552411,-92.5399113891964,"Lions Emergency Evac","Heliport",860
"9112",39.7304555557692,-94.2189416665366,"Cameron Rgnl Medical Center","Heliport",1016
"9116",37.3034899996688,-89.5698000004011,"St Francis Medical Center","Heliport",421
"9117",37.3106061110465,-89.5406477775794,"Southeast Health","Heliport",450
"9131",38.6130861110312,-92.4121305558613,"American Legion-Village Of Centertown","Heliport",805
"9135",38.6511636112138,-90.5037316664475,"St Lukes Hospital West","Heliport",505
"9142",38.3891861113809,-93.7679888887052,"Golden Valley Memorial Hospital","Heliport",797
"9144",38.9361491663709,-92.3285169448605,"University Hospitals & Clinics","Heliport",730
"9145",38.9347602776215,-92.326294722155,"Refueling Pad","Heliport",750
"9146",38.9574000001108,-92.2893138891431,"Columbia Regional Hospital","Heliport",753
"9148",38.9500386109984,-92.3160166666964,"Boone Hospital Center","Heliport",780
"9153",38.1958875000615,-90.3934544444397,"Jefferson Rgnl Medical Center","Heliport",435
"9157",36.8072752776365,-89.9681469447142,"Dexter Hospital Llc","Heliport",420
"9167",37.1672725000818,-91.8351491670471,"Advanced Healthcare Medical Center","Heliport",710
"9170",38.4439416668125,-90.6070694442079,"Fox Run","Heliport",510
"9179",37.7806066663216,-90.4387338888935,"Parkland Health Center","Heliport",950
"9183",38.7294949997595,-90.2784461111392,"Emerson","Heliport",575
"9186",38.7766972219514,-90.2393833336416,"Christian Hospital Northeast","Heliport",554
"9192",37.5556086112873,-90.304006944015,"Madison Medical Center","Heliport",875
"9200",37.8936447225185,-93.3621430554369,"Galmey","Heliport",968
"9217",39.8325455556326,-91.4401516667292,"Cyanamid-Hannibal","Heliport",468
"9218",39.7111561107677,-91.4507075001383,"Hannibal Rgnl Hospital","Heliport",744
"9226",38.6932749998523,-91.4503166665144,"Hermann Area Hospital","Heliport",610
"9229",39.0733169443857,-93.7358847219099,"Bradbury-Rolf Memorial","Heliport",815
"9231",38.7197330552908,-93.9943858333948,"Holden","Heliport",865
"9239",37.3169916663926,-91.9615416666869,"Texas County Memorial Hospital","Heliport",1228
"9240",39.553920833279,-92.5674077779976,"Riley Brancus Ranch","Heliport",820
"9242",39.094449166327,-94.4352294444309,"Independence Rgnl Health Center","Heliport",952
"9248",38.5658249999684,-92.1824583329845,"Capital Region Medical Center","Heliport",732
"9249",38.58364666648,-92.1512938893163,"St Mary's Health Center","Heliport",549
"9257",39.0852822221577,-94.5738441667049,"Bert Walter Berkowitz","Heliport",890
"9258",38.9750066667753,-94.3946730551784,"Truman Medical Center East","Heliport",983
"9259",39.0119499998286,-94.5105091662503,"Dst","Heliport",722
"9260",39.0825044443837,-94.5768999999429,"Childrens Mercy Hospital","Heliport",922
"9261",39.0841666666722,-94.5741666663835,"Truman Medical Center West","Heliport",983
"9263",39.0641716667767,-94.5255097226497,"Va Medical Center","Heliport",941
"9264",39.0458386108636,-94.4974533330836,"Police Dept Helicopter Maint Facility","Heliport",855
"9265",38.9361175003357,-94.6044005551304,"St Joseph Medical Center","Heliport",900
"9266",39.0080613891725,-94.5581494443562,"Research Medical Center","Heliport",947
"9267",39.0061166668586,-94.5771777778934,"Baptist Medical Center","Heliport",170
"9268",39.2444463890549,-94.5891222225771,"North Patrol Div Station","Heliport",955
"9269",39.2805569445113,-94.6713466662461,"Executive Hills Polo Club","Heliport",1042
"9270",39.2522241666712,-94.6460683337641,"St Luke's Northland Hospital","Heliport",1061
"9271",39.0508383332586,-94.589400278107,"St Lukes Hospital","Heliport",980
"9276",36.2358986112579,-90.0409266667761,"Twin Rivers Rgnl Medical Center","Heliport",262
"9281",40.1905833333697,-92.5908611111147,"Northeast Rgnl Medical Center","Heliport",975
"9282",38.5681086114361,-90.434008055203,"St Joseph Hospital","Heliport",530
"9285",38.8032805554035,-90.7762583334652,"St Joseph Hospital West","Heliport",531
"9294",38.9222294443685,-94.403839722154,"Lee's Summit","Heliport",1000
"9295",38.9569511112611,-94.3766169440187,"Falcon","Heliport",971
"9301",39.2666688886531,-94.4335622224675,"Liberty Hospital","Heliport",925
"9311",39.4414349998937,-91.0673594440531,"Pike County Memorial Hospital","Heliport",508
"9318",39.7291924998362,-92.9443636111672,"Pershing Rgnl Health Center -Marceline","Heliport",860
"9321",39.1125219441625,-93.1890922225349,"Fitzgibbon Hospital","Heliport",744
"9326",40.3280991666898,-90.8762444447983,"St Francis Hospital","Heliport",1115
"9330",39.1747624999545,-91.8793366670522,"Air Ambulance","Heliport",764
"9336",39.4125352777718,-92.4621258330616,"Riley House","Heliport",840
"9356",36.8677777779539,-94.3688888885464,"Freeman Neosha Hospital","Heliport",1110
"9358",37.8299999998433,-94.3602777774717,"Nevada Rgnl Medical Center","Heliport",856
"9359",37.8167052778955,-94.3002255552386,"Camp Clark Ahp","Heliport",900
"9363",39.2694613885943,-93.6543819443159,"Double E","Heliport",670
"9364",39.1494480553262,-94.5513436110327,"North Kansas City Hospital","Heliport",411
"9370",38.1205886113554,-92.682962777471,"Lake Rgnl Health System","Heliport",818
"9374",38.3556022219102,-91.5023819442002,"Owensville Ambulance District","Heliport",900
"9385",37.7322222224197,-89.8652777776133,"Perry County Memorial Hospital","Heliport",560
"9399",36.7739944444994,-90.4318916666145,"Three Rivers Healthcare Hospital","Heliport",350
"9418",38.9353266666036,-90.4765058331419,"Nielsens Med Evac","Heliport",425
"9419",38.7833841668338,-90.4834519446852,"St Joseph Health Center","Heliport",530
"9422",37.9685250001981,-90.0544183337725,"St Genevieve County Memorial Hospital","Heliport",424
"9427",38.6183847223962,-90.2173338885488,"Arch","Heliport",500
"9428",38.6333848614162,-90.250112916498,"Barnes Jewish Hospital","Heliport",513
"9429",38.6349999996983,-90.2611111108957,"Saint Louis Children's Hospital","Heliport",610
"9430",38.625333333276,-90.1829999999121,"St Louis Downtown Heliport","Heliport",387
"9431",38.6936619445139,-90.2695572221139,"Ozarkcom Army","Heliport",600
"9433",38.6250515275698,-90.2426127222907,"Cardinal Glennon","Heliport",450
"9434",38.6222736113557,-90.233723332904,"St Louis University Hospital","Heliport",550
"9435",38.6422733331438,-90.230667499666,"V A Medical Center","Heliport",550
"9436",38.6456080558245,-90.4467855552604,"St John's Mercy Medical Center","Heliport",633
"9437",38.6353302780677,-90.4459522223073,"Missouri Baptist Hospital","Heliport",630
"9438",38.6217188888496,-90.3890061111202,"Hermann Ii","Heliport",590
"9439",38.6314405554612,-90.3109480555356,"St Mary's","Heliport",688
"9440",38.6939408336148,-90.448729722436,"Holiday Inn Westport","Heliport",600
"9444",38.7933847223372,-90.5787327775782,"Barnes Jewish St Peters Hospital","Heliport",513
"9445",37.8232444441973,-92.1610166664535,"Life Line 2","Heliport",1059
"9447",37.6519877779816,-91.5687594441991,"Salem Memorial Hospital","Heliport",1170
"9450",38.6986274997024,-93.2224274998844,"Bothwell Rgnl Health Center","Heliport",898
"9458",36.8897741665108,-89.5836911113735,"Missouri Delta Medical Center","Heliport",328
"9459",36.8686636110082,-89.57841305543,"Fabick Two","Heliport",325
"9466",37.2208811108429,-93.1385155556828,"Van's","Heliport",1390
"9467",37.1464386109806,-93.2807422222546,"Lester E Cox Medical Center South","Heliport",1270
"9468",37.2253255554691,-93.2907433333993,"Lester E Cox Medical Center North","Heliport",1325
"9469",37.1786599997259,-93.2737977779844,"Mercy Hospital-Springfield","Heliport",1330
"9480",38.172752778118,-92.6425444440063,"Lomo 4","Heliport",660
"9486",38.6417191667083,-90.4842869440132,"Highway Patrol Troop C Headquarters","Heliport",575
"9490",38.982127777582,-90.9630861113484,"Landing Pad","Heliport",520
"9492",40.4826547220243,-93.0059002778478,"Putnam County Memorial Hospital","Heliport",1060
"9494",37.8417019447452,-93.1668591662897,"Urbana Area Medical","Heliport",1050
"9503",38.7666780558069,-93.7221605556465,"Western Missouri Medical Center","Heliport",850
"9515",38.8278286114156,-90.8626330557306,"Doctors Hospital-Wentzville","Heliport",620
"9516",38.8631038886196,-90.1570530558556,"Riverlands Area","Heliport",434
"9521",36.872222222079,-91.9058333333501,"Airevac Elevated","Heliport",1256
"9523",36.7383927774201,-91.873760277908,"Ozarks Medical Center","Heliport",1006
"9536",39.02984166699,-90.8232638889408,"Winfield Manor","Heliport",732
"9537",37.1515027780936,-90.0713166665496,"Help","Heliport",475
"9544",33.9776099996406,-88.4758763888913,"Gmh","Heliport",225
"9547",34.306944444694,-89.9133333334004,"Tri Lakes Medical Center","Heliport",337
"9556",30.455133333094,-88.9378999997926,"Lundys","Heliport",22
"9557",30.3907536110875,-88.9975338891744,"Gulf Coast Community Hosp-Emerg","Heliport",18
"9579",34.1784422220199,-90.5517647221316,"Nwmrmc","Heliport",168
"9582",33.7501119446598,-90.7500969444825,"Bolivar County Hospital","Heliport",139
"9588",33.5245277780767,-88.4280833334068,"Baptist Memorial Hospital-Golden Triangle","Heliport",179
"9612",33.4106716664077,-91.0342724996757,"Delta Rgnl Medical Center","Heliport",123
"9614",33.519564444317,-90.2009169440679,"Greenwood-Leflore Hospital","Heliport",130
"9618",30.367975000019,-89.1147605554752,"Memorial Hospital","Heliport",33
"9619",30.4382522219099,-89.0603150001029,"Gulfport Jail","Heliport",50
"9621",31.3191666667841,-89.3302777773834,"Forrest General Hospital","Heliport",200
"9622",31.3273888890706,-89.3656944440596,"Wesley Medical Center North","Heliport",222
"9641",34.8066666663353,-88.2100000002276,"Iuka Hospital","Heliport",610
"9643",32.3283333336743,-90.1738888892451,"University Of Mississippi Medical Center","Heliport",471
"9644",32.3150000001182,-90.1805555555649,"Mississippi Baptist Medical Center","Heliport",330
"9645",32.2879241669565,-90.2562011108939,"Central Mississippi Medical Center","Heliport",366
"9646",32.3856994445598,-90.1873099998642,"Echelon","Heliport",340
"9647",32.3243119442642,-90.166476388576,"Adjutant General Office","Heliport",340
"9648",32.3329230556229,-90.1653652776724,"St Dominic-Jackson Memorial Hospital","Heliport",353
"9651",33.0659624997505,-89.5978544442163,"Montfort Jones Memorial Hospital","Heliport",455
"9657",30.3886111109265,-89.16527777811,"Vortex","Heliport",24
"9672",31.2432316666479,-90.468987222573,"Southwest Rgnl Medical Center","Heliport",413
"9679",32.3681983331289,-88.6989336111536,"Andersons Hospital","Heliport",298
"9681",34.961111110875,-89.2508333329561,"Tufton Spring Farm","Heliport",315
"9684",34.4975000003617,-89.0263888891129,"Baptist Memorial Hospital Union County","Heliport",415
"9692",34.3478333333518,-89.5189999997929,"Baptist Memorial Hospital-North Ms","Heliport",430
"9693",34.3461111111709,-89.519444444873,"Hospital Wing Of Oxford","Heliport",440
"9696",30.3761388886423,-88.531055555237,"Singing River Hospital","Heliport",16
"9697",30.3704772222543,-88.5569605551562,"Ben L Briggs","Heliport",14
"9698",30.3293666668462,-88.5083466667757,"Pascagoula Refinery Pad Nr 1","Heliport",12
"9699",30.3549219442393,-88.4914016665195,"Pascagoula Refinery Pad Nr 2","Heliport",20
"9700",30.3488108335789,-88.4780677778229,"Pascagoula Refinery Pad Nr 3","Heliport",20
"9701",30.3383666670361,-88.5735722220514,"Pascagoula Naval Station","Heliport",13
"9702",30.3013083335816,-89.2344863887954,"Levert","Heliport",25
"9704",31.3615555555303,-89.1613333331896,"Beaman","Heliport",250
"9706",32.7570783333553,-89.1064488888173,"Neshoba General Hospital","Heliport",388
"9713",30.5990500002444,-89.5417166667662,"Penton","Heliport",167
"9720",32.0140455554501,-91.0520519441008,"Grand Gulf","Heliport",160
"9724",31.9995999996693,-89.5195130554994,"Smith County General Hospital","Heliport",535
"9745",33.4830555553309,-88.8230555551325,"Och Rgnl Medical Center","Heliport",265
"9753",34.8400555555106,-90.3283888889976,"Casino Center","Heliport",201
"9754",34.8166666666155,-90.3029166668396,"Robinsonville","Heliport",202
"9761",32.3736111113326,-90.8236111111543,"River Region Medical Center","Heliport",331
"9777",47.6000000001208,-112.671944444053,"Sun River Ranch","Heliport",4450
"9782",45.7741666667929,-111.2027777776,"Krinitt Helicopters","Heliport",4474
"9786",48.0952325000987,-114.08844833368,"North Country Pad","Heliport",3000
"9789",48.1796944441784,-110.108527777605,"Big Sandy Medical Center","Heliport",2750
"9793",45.7874519441851,-108.517358055773,"Deaconess Medical Center Of Billings Inc","Heliport",3137
"9796",45.7937777775503,-108.518583333566,"St Vincent Healthcare","Heliport",3300
"9799",45.6691666669276,-111.018611111422,"Bozeman Deaconess Hospital","Heliport",4914
"9808",45.9533152780283,-112.497213889131,"Butte Aero","Heliport",5553
"9809",46.0093611111384,-112.544638888674,"St James","Heliport",5733
"9831",46.0802777775863,-114.179722222265,"Kyle","Heliport",3860
"9850",48.0827777777433,-113.995555555189,"River Bend Ranch","Heliport",3010
"9854",48.7781944444413,-114.968444444891,"Barnaby Lake Medivac Site","Heliport",3034
"9871",47.4916238887401,-111.275808055964,"Benefis Healthcare","Heliport",3459
"9872",47.4880869443303,-111.296352499563,"Columbus Hospital","Heliport",3418
"9874",47.5046666664669,-111.187333333076,"Malmstrom Afb","Heliport",3472
"9876",46.2066666668841,-114.15305555519,"Rotorcraft","Heliport",3630
"9877",46.2508333330584,-114.067500000344,"Stock Farm","Heliport",3920
"9887",46.5846563890555,-111.996661389268,"St Peter's Community Hospital","Heliport",4115
"9911",48.215513888857,-114.298047221833,"Riverside","Heliport",2930
"9913",48.2132933335248,-114.324297500011,"Kalispell Rgnl Hospital","Heliport",2975
"9930",47.0580286109012,-109.439627222371,"Central Montana Hospital And Nursing Home","Heliport",4200
"9937",45.6491019442899,-110.568818055928,"Livingston Memorial Hospital","Heliport",4487
"9946",46.394636111234,-105.828508333528,"Holy Rosary","Heliport",2372
"9949",46.8699236113934,-113.990664444063,"Community Medical Center","Heliport",3160
"9950",46.8721458334709,-114.000942777999,"St Patrick Hospital","Heliport",3282
"9951",46.9556111110645,-114.12708333344,"Aero","Heliport",3300
"9952",46.8554788887354,-114.058722222139,"Missoula Unit","Heliport",3145
"9957",46.3299252779002,-113.295063888866,"Granite County Memorial Hospital","Heliport",5280
"9960",47.468269166884,-114.888745555354,"Clark Fork Valley Hospital","Heliport",2462
"9969",45.1777222223985,-109.253500000153,"Ccmh","Heliport",5555
"9970",48.8595749998592,-115.10744166622,"Moose Country","Heliport",3001
"9991",48.0511111108414,-114.229444444857,"Marco Bay","Heliport",2940
"9997",46.4466666663801,-114.061666666977,"The Landing Zone","Heliport",3680
"10000",47.184371111133,-114.869852777593,"Mineral County Hospital","Heliport",2800
"10019",48.4866666667507,-113.997777777895,"Glacier Heli Tours","Heliport",3300
"10020",48.4805555552944,-114.001111111504,"Kruger","Heliport",3300
"10047",35.3633333333125,-80.1947222223498,"Stanley Memorial Hospital","Heliport",650
"10054",35.7472222219448,-78.8722222221172,"Apex Healthplex","Heliport",432
"10058",35.7111388888685,-79.815666667035,"Randolph Hospital","Heliport",817
"10061",35.5753333334703,-82.5484999995639,"Mission Hospitals","Heliport",2200
"10067",35.3186111113577,-76.7005555555049,"Paradox","Heliport",7
"10069",36.0666666665545,-81.8666666668823,"Charles A Cannon, Jr Memorial Hospital","Heliport",3000
"10070",36.168444444136,-81.8181666669135,"Diamond Creek #2","Heliport",4250
"10071",36.155805555721,-81.8335833337323,"Diamond Creek #1","Heliport",4015
"10076",35.542943055318,-76.6171538885206,"Pungo District Hospital","Heliport",11
"10079",36.199295000116,-81.6514949999144,"Watauga Medical Center","Heliport",2988
"10083",35.2566666666356,-82.7108333337467,"Transylvania Community Hospital","Heliport",2120
"10091",36.0623333335152,-79.5047222218769,"Alamance Regnl Medical Center","Heliport",688
"10096",35.5037105830699,-82.739956305626,"Meyers","Heliport",2273
"10103",35.739166666921,-78.7822222218602,"Wakemed Cary Hospital","Heliport",445
"10104",35.1583333332044,-83.0669444443663,"Chinquapin","Heliport",4200
"10105",34.3588888891065,-77.8605555553235,"210 Investors","Heliport",28
"10106",34.326694444492,-77.8966388887216,"New Hanover County Sheriff's Office","Heliport",35
"10112",35.2055555554558,-80.8416666665509,"Carolinas Medical Center","Heliport",750
"10113",35.0606333336547,-80.8459888889809,"Fly I","Heliport",593
"10114",35.0983333335084,-80.9933333331848,"Steele Creek","Heliport",613
"10115",35.2362522224666,-80.9331283335729,"Meridian Corporate Center","Heliport",773
"10116",35.2287530555538,-80.868960555324,"Wbtv","Heliport",630
"10117",35.2122222219695,-80.8244444444014,"Presbyterian Hospital","Heliport",820
"10120",35.2112550000723,-80.7192355558543,"Delta Air Base","Heliport",785
"10125",35.6302699999396,-78.5039200002166,"Johnston Medical Center","Heliport",320
"10130",35.0085005553983,-78.3191655555687,"Sampson Rgnl Medical Center","Heliport",159
"10131",35.2400000000655,-82.2111111107686,"Saint Luke's Hospital","Heliport",1100
"10133",35.3577777775248,-80.7041666664078,"Hendrick Motorsports","Heliport",686
"10134",35.4351111109962,-80.601388888514,"Northeast Medical Center","Heliport",711
"10144",35.3132183330702,-78.6358483336589,"Betsy Johnson Memorial Hosp","Heliport",208
"10147",36.0070277776201,-78.9375750003967,"Duke University North","Heliport",515
"10148",35.9223333336667,-78.9880555555982,"Holly Green","Heliport",300
"10149",36.4940269446727,-79.7397572226081,"Rockingham County","Heliport",605
"10151",36.0190277778931,-76.6113888890994,"Chowan Hospital","Heliport",1636
"10156",36.3246002775768,-76.2191002773854,"Albemarle Hospital","Heliport",12
"10161",34.6196144446191,-78.6252908329766,"Bladen County Hospital","Heliport",120
"10167",35.5083333330931,-76.0230555556167,"Engelhard Medical Center","Heliport",9
"10174",35.0526638891226,-78.8908588892922,"Sprint/Carolina Telephone","Heliport",143
"10176",35.0676633332469,-78.9341936114115,"Beard","Heliport",210
"10177",35.0334969447373,-78.9372494446495,"Cape Fear Valley Medical Center","Heliport",213
"10180",35.0811111110894,-78.9458333331778,"Valley","Heliport",232
"10186",35.184547222506,-83.3800361109885,"Angel Medical Center","Heliport",2086
"10191",35.2821666670301,-81.2470000001698,"North Carolina Helicopters","Heliport",814
"10198",35.4016666669889,-77.9480555558228,"Carolina Kidney","Heliport",140
"10199",35.3987727778333,-77.9497075001382,"Wayne Memorial Hospital Inc","Heliport",106
"10211",35.5919444446307,-77.3775000003905,"Mcgee 02","Heliport",25
"10212",35.6086111111559,-77.4075000001768,"Pitt County Memorial Hospital","Heliport",76
"10222",36.3307011113599,-78.449720277805,"Maria Parham Hospital","Heliport",465
"10225",35.3200000001866,-82.4669444441504,"Pardee Memorial Hospital","Heliport",2219
"10228",36.1866666668709,-76.2794444440011,"Isbell","Heliport",12
"10231",35.7802777777033,-81.3327777775559,"Jarrett","Heliport",1150
"10232",35.6283333332587,-81.3749999999763,"Propst","Heliport",1020
"10233",35.7130277777477,-81.266749999782,"Catawba Valley Medical Center","Heliport",1002
"10234",35.0858333331382,-83.186666666459,"Highlands - Cashiers Hospital","Heliport",3960
"10241",35.4066666663791,-80.8591666666507,"Presbyterian Hospital Huntersville","Heliport",753
"10246",34.7755555552591,-77.3919444448319,"Mcgee 04","Heliport",40
"10261",34.9647222221218,-77.9616666664128,"Duplin General Hospital","Heliport",126
"10266",35.2897222224447,-77.5841666670816,"Lenoir Memorial Hospital","Heliport",80
"10268",36.0719444443462,-75.6936111111743,"Kitty Hawk One","Heliport",10
"10270",35.5348258331498,-82.9531919441548,"West Wind","Heliport",2700
"10272",35.5411111107472,-80.5977777778528,"Race City","Heliport",809
"10273",34.7532161113795,-79.4683808330404,"Scotland Memorial","Heliport",214
"10285",35.4884722222924,-81.2039444447963,"Carolinas Medical Center Lincolnton","Heliport",1014
"10288",36.1181055558297,-81.8605749995995,"Linville Ridge","Heliport",4826
"10289",36.5109722224486,-77.8915277774872,"Bethany South","Heliport",220
"10302",35.662430555227,-82.0294555556102,"Mcdowell Hospital","Heliport",1470
"10310",36.5295838892086,-79.3016858332002,"Futuristics","Heliport",520
"10317",34.9676499997044,-80.5236772224046,"Union Memorial Hospital Inc","Heliport",600
"10323",35.5627777780367,-80.8302777777681,"Hunter Construction","Heliport",850
"10324",35.5448472223264,-80.8542694442855,"Lowe's Mooresville","Heliport",840
"10326",34.716828055857,-76.6996533334476,"Morehead City State Port Terminal","Heliport",8
"10329",35.7273516665493,-81.653706666517,"Grace Hospital","Heliport",1178
"10338",35.0719472222802,-83.9680722224864,"Murphy Medical Center","Heliport",1606
"10339",35.0792502777608,-84.0249086107496,"Tusquitee","Heliport",1528
"10340",35.9826683331478,-75.6512855555467,"Outer Banks","Heliport",30
"10345",35.1154375003466,-77.0638372226399,"Craven Rgnl Medical Center","Heliport",6
"10346",35.2144444440851,-77.1180555554493,"Streets Ferry","Heliport",7
"10352",36.159166666889,-81.1577777774555,"Wilkes Rgnl Medical Center","Heliport",985
"10362",36.3483333330575,-80.4541666663927,"Scenic Overlook B & B","Heliport",1050
"10364",35.20487888872,-79.4566980559208,"Moore Rgnl Hospital","Heliport",460
"10365",35.1027777778377,-80.9538888884724,"Paramounts Carowinds","Heliport",640
"10371",35.8751616665706,-76.6996649998682,"Washington County Hospital","Heliport",19
"10379",35.7795958330694,-78.6741705553076,"Sky-5","Heliport",400
"10380",35.7321111109362,-78.6287222221905,"Garner Road","Heliport",375
"10381",35.8112500003575,-78.611686111205,"Raleigh","Heliport",207
"10382",35.7868180553577,-78.5858355554803,"Wake Medical Center","Heliport",245
"10392",36.4368175003101,-77.6460900001016,"Halifax Rgnl Medical Center","Heliport",169
"10394",34.9097222225893,-79.713888889224,"Firsthealth Richmond Memorial Hospital","Heliport",107
"10396",35.9736361110974,-77.8530972226085,"Nash General Hospital","Heliport",164
"10397",35.5947500000256,-75.4700555556947,"Rodanthe Dare County","Heliport",8
"10406",35.3247222224523,-81.9458333333591,"Rebel Field","Heliport",1078
"10409",35.6834725000606,-80.4886705558071,"Salisbury V A Medical Center","Heliport",710
"10416",36.1312666668948,-77.4188586112429,"Our Community Hospital","Heliport",113
"10427",35.5149250001376,-78.3332277776364,"Johnston Memorial Hospital","Heliport",134
"10428",33.9507277778539,-78.0244333333299,"Brunswick Media Center","Heliport",27
"10429",33.9280833336636,-78.0203888888503,"Dosher Heliport","Heliport",19
"10436",35.8184166669928,-80.8304166662941,"Davis Rgnl","Heliport",865
"10439",36.4377777780085,-76.6080555554903,"Sunbury Fire Dep","Heliport",27
"10441",34.029947777696,-78.2605652776343,"Brunswick Novant Medical Center","Heliport",38
"10447",35.9365452775688,-77.5499719445504,"Tarboro-Edgecombe County","Heliport",49
"10455",35.3579186113774,-79.8894897221122,"Birds Nest","Heliport",650
"10457",35.7480555558615,-81.5225000000481,"Valdese General Hospital","Heliport",1250
"10476",36.1462222221737,-81.2038611107824,"Lowe's Wilkesboro","Heliport",1163
"10479",34.1963888888113,-77.9194444448907,"Mcgee 01","Heliport",40
"10482",35.9883333331512,-76.928888888858,"Bertie Memorial Hospital","Heliport",5
"10485",34.9843402774357,-80.4191458333632,"U S","Heliport",590
"10488",36.0898594441373,-80.2669944447851,"Nc Baptist Hospital","Heliport",870
"10491",36.136525278048,-80.6464516665078,"Unifi","Heliport",990
"10495",36.02153944459,-78.5188894443645,"Sprint/Midatlantic Telecom","Heliport",427
"10525",46.8311041663907,-100.720403888853,"R J Bohn Armory","Heliport",1768
"10526",46.8080488890913,-100.783183610986,"Medcenter One Hospital Med-I-Port","Heliport",1705
"10527",46.8074933331052,-100.776794444139,"St Alexius Med-I-Port","Heliport",1697
"10541",48.4930833335063,-99.2115277773741,"Towner County Medical Center","Heliport",1480
"10546",48.7219383332018,-97.911209721942,"Grand Forks Par Site","Heliport",1182
"10559",46.8766666667198,-99.7523333332654,"Dawson Mediport","Heliport",1750
"10563",48.0625000001449,-98.9292886108444,"Camp Grafton","Heliport",1469
"10580",46.8835749999057,-96.7856363887628,"Sanford Health","Heliport",975
"10581",46.8315166665208,-96.8291833333764,"Innovis Health","Heliport",908
"10589",46.3846825002539,-96.8225800000809,"Gorder Farm","Heliport",951
"10612",47.7669444444829,-99.9313888891071,"St Aloisius Medical Center","Heliport",1595
"10619",47.2983366666206,-101.612942499944,"Sakakawea Medical Center","Heliport",1756
"10633",47.3861075001898,-98.7170480559188,"J R","Heliport",1530
"10674",46.8935977776843,-99.2923333329502,"Essentia Health","Heliport",1795
"10681",48.2319538890826,-101.292106666565,"Trinity Health","Heliport",1692
"10773",42.1144111113202,-102.871033332933,"Box Butte General Hospital Med-I-Port","Heliport",3929
"10783",40.3913888888008,-95.8527752773798,"Nemaha County Hospital","Heliport",1085
"10784",40.8683455558534,-98.0144991667469,"Memorial Hospital","Heliport",1802
"10808",40.2808397221406,-100.179025833038,"Cambridge Memorial Hospital","Heliport",2268
"10809",41.0666652779128,-96.3336258330063,"H J Paul Ahp","Heliport",1068
"10814",42.8234444444199,-103.005322222448,"Chadron Community Hospital","Heliport",3500
"10831",41.2569444443506,-96.2436361112727,"Flying C","Heliport",1227
"10836",40.1548833330657,-97.1739333329185,"Jefferson County Memorial Hospital","Heliport",1433
"10839",40.5652788891017,-96.661408610667,"Cherry","Heliport",1370
"10842",40.0972352779229,-98.9503583335254,"Franklin County Memorial Hospital","Heliport",1950
"10850",40.939173055307,-100.15345972256,"Gothenburg Memorial Hospital","Heliport",2680
"10853",40.9250122219774,-98.3725633333718,"St Francis Medical Center","Heliport",2106
"10866",40.5913888889088,-98.3874999997915,"Mary Lanning Memorial Hospital","Heliport",1925
"10883",40.7075125000188,-99.0814766668558,"Good Samaritan","Heliport",2146
"10892",40.7961119441228,-96.6522372221462,"Bryan Memorial Hospital","Heliport",1186
"10893",40.8090388888162,-96.6280333331345,"St Elizabeth Community Health Center","Heliport",1252
"10894",40.7902791664192,-96.6972386110701,"Bryan Lgh Medical Center","Heliport",1204
"10902",41.8436177776707,-97.4169916662543,"Ochsner","Heliport",1630
"10918",40.6800013889411,-95.861668611269,"St Marys Community Hospital","Heliport",1015
"10922",42.0351222222096,-97.4529055558302,"Faith Rgnl Health Services West Campus","Heliport",1573
"10924",41.1049986113581,-100.744033333089,"Simon","Heliport",2789
"10926",41.150547221893,-101.719616666484,"Ogallala Community Hospital","Heliport",3326
"10929",41.2541652778842,-96.0669625003907,"Gemini","Heliport",1150
"10931",41.2405544444138,-96.0294613892173,"Bergan Mercy Hospital","Heliport",1140
"10932",41.3222194441593,-96.0211266663994,"Immanuel Medical Center","Heliport",1246
"10933",41.2591652776699,-96.0408505555795,"Nebraska Methodist Hospital","Heliport",1110
"10934",41.2549986111978,-95.9786263884491,"Univ Of Ne Medical Center","Heliport",1160
"10937",41.3569413889052,-96.0489047219579,"Jubilee","Heliport",1220
"10938",41.2655538886863,-95.9544588892912,"St Joseph Hospital","Heliport",1130
"10950",42.106105555224,-96.7111999999421,"Pender Community Hospital","Heliport",1348
"10962",41.8876055557439,-103.664386111235,"Rgnl West Medical Center","Heliport",3985
"10964",40.9097305552677,-97.0905888886178,"Seward Memorial Hospital","Heliport",1467
"10980",40.6672236108028,-96.186397499646,"Syracuse Hospital","Heliport",1120
